itermax,k,xp,yp,iteration
5,2,2265.625,1140.625,3
5,2,2343.75,1125,3
5,2,2388.39285714286,1093.75,3
5,2,2421.875,1046.875,3
5,2,2444.19642857143,1015.625,3
5,2,2495.77702702703,937.5,3
5,2,2500,931.712962962963,3
5,2,2578.125,906.249999999999,3
5,2,2656.25,875,3
5,2,2695.3125,859.375,3
5,2,2734.375,843.75,3
5,2,2812.5,812.5,3
5,2,2877.60416666667,781.25,3
5,2,2890.625,775.462962962963,3
5,2,2968.75,750,3
5,2,3046.875,729.166666666667,3
5,2,3125,729.166666666666,3
5,2,3203.125,729.166666666667,3
5,2,3281.25,729.166666666667,3
5,2,3359.375,729.166666666666,3
5,2,3437.5,729.166666666666,3
5,2,3515.625,729.166666666667,3
5,2,3593.75,729.166666666667,3
5,2,3671.875,729.166666666666,3
5,2,3750,729.166666666666,3
5,2,3828.125,729.166666666667,3
5,2,3906.25,729.166666666667,3
5,2,3984.375,729.166666666666,3
5,2,4062.5,729.166666666666,3
5,2,4140.625,729.166666666667,3
5,2,4218.75,729.166666666667,3
5,2,4296.875,729.166666666666,3
5,2,4375,729.166666666666,3
5,2,4453.125,729.166666666667,3
5,2,4531.25,729.166666666667,3
5,2,4609.375,729.166666666666,3
5,2,4687.5,729.166666666666,3
5,2,4765.625,729.166666666667,3
5,2,4843.75,729.166666666667,3
5,2,4921.875,729.166666666666,3
5,2,5000,729.166666666666,3
5,2,0,3268.22916666667,4
5,2,78.125,3268.22916666667,4
5,2,143.229166666667,3203.125,4
5,2,143.229166666667,3125,4
5,2,156.25,3111.97916666667,4
5,2,221.354166666667,3046.875,4
5,2,234.375,3033.85416666667,4
5,2,299.479166666667,2968.75,4
5,2,312.5,2955.72916666667,4
5,2,351.5625,2890.625,4
5,2,383.522727272727,2812.5,4
5,2,390.625,2799.47916666667,4
5,2,429.6875,2734.375,4
5,2,461.647727272727,2656.25,4
5,2,468.75,2578.125,4
5,2,463.8671875,2500,4
5,2,463.8671875,2421.875,4
5,2,463.8671875,2343.75,4
5,2,468.75,2336.64772727273,4
5,2,546.875,2304.6875,4
5,2,611.979166666667,2265.625,4
5,2,625,2258.52272727273,4
5,2,677.083333333333,2187.5,4
5,2,677.083333333333,2109.375,4
5,2,677.083333333333,2031.25,4
5,2,677.083333333333,1953.125,4
5,2,703.125,1914.0625,4
5,2,768.229166666667,1875,4
5,2,781.25,1871.27976190476,4
5,2,859.375,1855.46875,4
5,2,932.6171875,1796.875,4
5,2,937.5,1789.77272727273,4
5,2,1015.625,1718.75,4
5,2,1015.625,1718.75,4
5,2,1067.70833333333,1640.625,4
5,2,1088.8671875,1562.5,4
5,2,1093.75,1559.49519230769,4
5,2,1171.875,1515.625,4
5,2,1223.95833333333,1484.375,4
5,2,1250,1468.75,4
5,2,1328.125,1453.125,4
5,2,1406.25,1437.5,4
5,2,1445.3125,1406.25,4
5,2,1480.65476190476,1328.125,4
5,2,1484.375,1321.02272727273,4
5,2,1523.4375,1250,4
5,2,1562.5,1218.75,4
5,2,1640.625,1218.75,4
5,2,1718.75,1218.75,4
5,2,1796.875,1218.75,4
5,2,1875,1197.91666666667,4
5,2,1914.0625,1171.875,4
5,2,1953.125,1145.83333333333,4
5,2,2024.14772727273,1093.75,4
5,2,2031.25,1088.8671875,4
5,2,2109.375,1041.66666666667,4
5,2,2148.4375,1015.625,4
5,2,2187.5,989.583333333333,4
5,2,2265.625,976.5625,4
5,2,2330.72916666667,937.5,4
5,2,2343.75,933.779761904762,4
5,2,2421.875,917.96875,4
5,2,2500,885.416666666667,4
5,2,2565.10416666667,859.375,4
5,2,2578.125,854.4921875,4
5,2,2656.25,833.333333333333,4
5,2,2734.375,807.291666666667,4
5,2,2799.47916666667,781.25,4
5,2,2812.5,776.3671875,4
5,2,2890.625,781.25,4
5,2,2968.75,774.147727272727,4
5,2,3046.875,742.1875,4
5,2,3111.97916666667,703.125,4
5,2,3125,696.022727272727,4
5,2,3203.125,696.022727272727,4
5,2,3281.25,696.022727272727,4
5,2,3359.375,696.022727272727,4
5,2,3437.5,696.022727272727,4
5,2,3515.625,696.022727272727,4
5,2,3593.75,696.022727272727,4
5,2,3671.875,696.022727272727,4
5,2,3750,696.022727272727,4
5,2,3828.125,696.022727272727,4
5,2,3906.25,696.022727272727,4
5,2,3984.375,696.022727272727,4
5,2,4062.5,696.022727272727,4
5,2,4140.625,696.022727272727,4
5,2,4218.75,696.022727272727,4
5,2,4296.875,696.022727272727,4
5,2,4375,677.083333333333,4
5,2,4453.125,677.083333333333,4
5,2,4531.25,677.083333333333,4
5,2,4609.375,677.083333333333,4
5,2,4687.5,677.083333333333,4
5,2,4765.625,677.083333333333,4
5,2,4843.75,677.083333333333,4
5,2,4921.875,677.083333333333,4
5,2,5000,677.083333333333,4
5,2,0,3352.27272727273,5
5,2,71.0227272727273,3281.25,5
5,2,71.0227272727273,3203.125,5
5,2,78.125,3196.02272727273,5
5,2,156.25,3196.02272727273,5
5,2,227.272727272727,3125,5
5,2,227.272727272727,3046.875,5
5,2,227.272727272727,2968.75,5
5,2,234.375,2961.64772727273,5
5,2,305.397727272727,2890.625,5
5,2,312.5,2883.52272727273,5
5,2,383.522727272727,2812.5,5
5,2,390.625,2805.39772727273,5
5,2,461.647727272727,2734.375,5
5,2,468.75,2727.27272727273,5
5,2,507.8125,2656.25,5
5,2,543.154761904762,2578.125,5
5,2,544.354838709678,2500,5
5,2,544.354838709678,2421.875,5
5,2,546.875,2418.15476190476,5
5,2,625,2382.8125,5
5,2,651.041666666667,2343.75,5
5,2,651.041666666667,2265.625,5
5,2,696.022727272727,2187.5,5
5,2,696.022727272727,2109.375,5
5,2,696.022727272727,2031.25,5
5,2,696.022727272727,1953.125,5
5,2,696.022727272727,1875,5
5,2,703.125,1872.47983870968,5
5,2,781.25,1848.95833333333,5
5,2,859.375,1848.95833333333,5
5,2,911.458333333333,1796.875,5
5,2,911.458333333333,1718.75,5
5,2,937.5,1679.6875,5
5,2,1008.52272727273,1640.625,5
5,2,1015.625,1636.90476190476,5
5,2,1093.75,1601.5625,5
5,2,1132.8125,1562.5,5
5,2,1171.875,1523.4375,5
5,2,1210.9375,1484.375,5
5,2,1250,1445.3125,5
5,2,1321.02272727273,1406.25,5
5,2,1328.125,1403.72983870968,5
5,2,1406.25,1386.71875,5
5,2,1484.375,1386.71875,5
5,2,1542.96875,1328.125,5
5,2,1542.96875,1250,5
5,2,1562.5,1223.95833333333,5
5,2,1640.625,1223.95833333333,5
5,2,1718.75,1210.9375,5
5,2,1796.875,1210.9375,5
5,2,1835.9375,1171.875,5
5,2,1835.9375,1093.75,5
5,2,1875,1067.70833333333,5
5,2,1953.125,1067.70833333333,5
5,2,2027.52976190476,1015.625,5
5,2,2031.25,1008.52272727273,5
5,2,2109.375,976.5625,5
5,2,2187.5,976.5625,5
5,2,2265.625,976.5625,5
5,2,2343.75,976.5625,5
5,2,2414.77272727273,937.5,5
5,2,2421.875,930.397727272727,5
5,2,2492.89772727273,859.375,5
5,2,2500,852.272727272727,5
5,2,2571.02272727273,781.25,5
5,2,2578.125,777.529761904762,5
5,2,2656.25,755.208333333333,5
5,2,2734.375,755.208333333333,5
5,2,2812.5,742.1875,5
5,2,2883.52272727273,703.125,5
5,2,2890.625,700.604838709677,5
5,2,2968.75,700.604838709677,5
5,2,3046.875,699.404761904762,5
5,2,3125,664.0625,5
5,2,3203.125,664.0625,5
5,2,3281.25,664.0625,5
5,2,3359.375,664.0625,5
5,2,3437.5,664.0625,5
5,2,3515.625,664.0625,5
5,2,3593.75,664.0625,5
5,2,3671.875,664.0625,5
5,2,3750,664.0625,5
5,2,3828.125,664.0625,5
5,2,3906.25,664.0625,5
5,2,3984.375,664.0625,5
5,2,4062.5,664.0625,5
5,2,4140.625,664.0625,5
5,2,4218.75,664.0625,5
5,2,4296.875,664.0625,5
5,2,4375,664.0625,5
5,2,4453.125,664.0625,5
5,2,4531.25,664.0625,5
5,2,4609.375,664.0625,5
5,2,4687.5,664.0625,5
5,2,4765.625,664.0625,5
5,2,4843.75,664.0625,5
5,2,4921.875,664.0625,5
5,2,5000,664.0625,5
5,3,416.666666666667,5000,1
5,3,442.708333333333,4921.875,1
5,3,441.576086956522,4843.75,1
5,3,468.75,4795.67307692308,1
5,3,494.791666666667,4765.625,1
5,3,520.833333333333,4687.5,1
5,3,519.701086956523,4609.375,1
5,3,546.875,4561.29807692308,1
5,3,572.916666666665,4531.25,1
5,3,598.958333333333,4453.125,1
5,3,606.060606060606,4375,1
5,3,625,4347.82608695652,1
5,3,671.875,4296.875,1
5,3,703.125,4244.79166666667,1
5,3,718.75,4218.75,1
5,3,765.625000000001,4140.625,1
5,3,781.25,4114.58333333333,1
5,3,812.5,4062.5,1
5,3,840.435606060606,3984.375,1
5,3,859.375,3957.20108695652,1
5,3,906.250000000001,3906.25,1
5,3,937.5,3854.16666666667,1
5,3,953.124999999999,3828.125,1
5,3,999.999999999998,3750,1
5,3,1015.625,3723.95833333333,1
5,3,1046.875,3671.875,1
5,3,1074.81060606061,3593.75,1
5,3,1093.75,3566.57608695652,1
5,3,1140.625,3515.625,1
5,3,1171.875,3463.54166666667,1
5,3,1187.5,3437.5,1
5,3,1234.375,3359.375,1
5,3,1250,3333.33333333334,1
5,3,1281.25,3281.25,1
5,3,1309.18560606061,3203.125,1
5,3,1328.125,3175.95108695652,1
5,3,1375,3125,1
5,3,1406.25,3072.91666666667,1
5,3,1421.875,3046.875,1
5,3,1468.75,2968.75,1
5,3,1484.375,2942.70833333333,1
5,3,1515.625,2890.625,1
5,3,1543.56060606061,2812.5,1
5,3,1562.5,2785.32608695652,1
5,3,1609.375,2734.375,1
5,3,1640.625,2682.29166666667,1
5,3,1656.25,2656.25,1
5,3,1703.125,2578.125,1
5,3,1718.75,2552.08333333333,1
5,3,1750,2500,1
5,3,1796.875,2441.40625,1
5,3,1812.5,2421.875,1
5,3,1856.06060606061,2343.75,1
5,3,1875,2321.42857142857,1
5,3,1937.5,2265.625,1
5,3,1953.125,2246.09375,1
5,3,2000,2187.5,1
5,3,2031.25,2148.4375,1
5,3,2062.5,2109.375,1
5,3,2109.375,2050.78125,1
5,3,2125,2031.25,1
5,3,2168.56060606061,1953.125,1
5,3,2187.5,1930.80357142857,1
5,3,2250,1875,1
5,3,2265.625,1855.46875,1
5,3,2312.5,1796.875,1
5,3,2343.75,1757.8125,1
5,3,2375,1718.75,1
5,3,2421.875,1660.15625,1
5,3,2437.5,1640.625,1
5,3,2481.06060606061,1562.5,1
5,3,2500,1540.17857142857,1
5,3,2578.125,1542.96875,1
5,3,2656.25,1523.4375,1
5,3,2734.375,1503.90625,1
5,3,2812.49999999999,1484.375,1
5,3,2812.5,1484.375,1
5,3,2890.625,1464.84375,1
5,3,2968.75,1445.3125,1
5,3,3046.875,1425.78125,1
5,3,3076.92307692307,1406.25,1
5,3,3125,1383.92857142857,1
5,3,3203.125,1386.71875,1
5,3,3281.25,1367.1875,1
5,3,3359.375,1347.65625,1
5,3,3437.49999999999,1328.125,1
5,3,3437.5,1328.125,1
5,3,3515.625,1308.59375,1
5,3,3593.75,1289.0625,1
5,3,3671.875,1269.53125,1
5,3,3701.92307692307,1250,1
5,3,3750,1227.67857142857,1
5,3,3828.125,1222.82608695652,1
5,3,3906.25,1222.82608695652,1
5,3,3984.375,1222.82608695652,1
5,3,4062.5,1222.82608695652,1
5,3,4140.625,1222.82608695652,1
5,3,4218.75,1222.82608695652,1
5,3,4296.875,1222.82608695652,1
5,3,4375,1222.82608695652,1
5,3,4453.125,1222.82608695652,1
5,3,4531.25,1222.82608695652,1
5,3,4609.375,1222.82608695652,1
5,3,4687.5,1222.82608695652,1
5,3,4765.625,1222.82608695652,1
5,3,4843.75,1222.82608695652,1
5,3,4921.875,1222.82608695652,1
5,3,5000,1222.82608695652,1
5,3,208.333333333333,5000,2
5,3,217.927631578947,4921.875,2
5,3,234.375,4887.15277777778,2
5,3,260.416666666666,4843.75,2
5,3,286.458333333332,4765.625,2
5,3,296.052631578947,4687.5,2
5,3,312.5,4652.77777777778,2
5,3,338.541666666666,4609.375,2
5,3,364.583333333332,4531.25,2
5,3,390.624999999998,4453.125,2
5,3,390.625,4453.12499999999,2
5,3,416.666666666664,4375,2
5,3,442.708333333332,4296.875,2
5,3,468.749999999998,4218.75,2
5,3,468.75,4218.74999999999,2
5,3,494.791666666664,4140.625,2
5,3,520.833333333332,4062.5,2
5,3,546.874999999998,3984.375,2
5,3,546.875,3984.37499999999,2
5,3,572.916666666666,3906.25,2
5,3,598.958333333332,3828.125,2
5,3,608.552631578947,3750,2
5,3,625,3727.67857142857,2
5,3,677.083333333332,3671.875,2
5,3,703.125,3632.8125,2
5,3,729.166666666666,3593.75,2
5,3,764.802631578947,3515.625,2
5,3,781.25,3493.30357142857,2
5,3,833.333333333333,3437.5,2
5,3,859.375,3398.4375,2
5,3,878.90625,3359.375,2
5,3,898.437499999999,3281.25,2
5,3,917.968749999999,3203.125,2
5,3,924.479166666666,3125,2
5,3,937.5,3090.27777777778,2
5,3,957.03125,3046.875,2
5,3,976.562499999999,2968.75,2
5,3,996.09375,2890.625,2
5,3,1002.60416666667,2812.5,2
5,3,1015.625,2777.77777777778,2
5,3,1035.15625,2734.375,2
5,3,1054.6875,2656.25,2
5,3,1074.21875,2578.125,2
5,3,1080.72916666667,2500,2
5,3,1093.75,2483.55263157895,2
5,3,1152.34375,2421.875,2
5,3,1171.875,2395.83333333333,2
5,3,1210.9375,2343.75,2
5,3,1250,2291.66666666667,2
5,3,1293.40277777778,2265.625,2
5,3,1328.125,2249.17763157895,2
5,3,1406.25,2239.58333333333,2
5,3,1484.375,2213.54166666667,2
5,3,1527.77777777778,2187.5,2
5,3,1562.5,2171.05263157895,2
5,3,1640.625,2161.45833333333,2
5,3,1718.75,2135.41666666667,2
5,3,1796.87499999999,2109.375,2
5,3,1796.875,2109.375,2
5,3,1875,2083.33333333333,2
5,3,1953.125,2057.29166666667,2
5,3,1996.52777777778,2031.25,2
5,3,2031.25,1996.52777777778,2
5,3,2057.29166666667,1953.125,2
5,3,2083.33333333333,1875,2
5,3,2109.375,1796.875,2
5,3,2109.375,1796.87499999999,2
5,3,2135.41666666667,1718.75,2
5,3,2161.45833333333,1640.625,2
5,3,2171.05263157895,1562.5,2
5,3,2187.5,1527.77777777778,2
5,3,2213.54166666667,1484.375,2
5,3,2239.58333333333,1406.25,2
5,3,2249.17763157895,1328.125,2
5,3,2265.625,1293.40277777778,2
5,3,2291.66666666667,1250,2
5,3,2343.75,1197.91666666667,2
5,3,2369.79166666667,1171.875,2
5,3,2421.875,1119.79166666667,2
5,3,2447.91666666667,1093.75,2
5,3,2500,1041.66666666667,2
5,3,2543.40277777778,1015.625,2
5,3,2578.125,999.177631578948,2
5,3,2656.25,989.583333333332,2
5,3,2734.375,963.541666666666,2
5,3,2777.77777777778,937.5,2
5,3,2812.5,921.052631578947,2
5,3,2890.625,915.178571428571,2
5,3,2968.75,915.178571428571,2
5,3,3046.875,915.178571428571,2
5,3,3125,915.178571428571,2
5,3,3203.125,915.178571428571,2
5,3,3281.25,915.178571428571,2
5,3,3359.375,915.178571428571,2
5,3,3437.5,915.178571428571,2
5,3,3515.625,915.178571428571,2
5,3,3593.75,915.178571428571,2
5,3,3671.875,915.178571428571,2
5,3,3750,915.178571428571,2
5,3,3828.125,937.499999999996,2
5,3,3906.25,915.178571428571,2
5,3,3984.375,937.499999999996,2
5,3,4062.5,915.178571428571,2
5,3,4140.625,915.178571428571,2
5,3,4218.75,915.178571428571,2
5,3,4296.875,915.178571428571,2
5,3,4375,915.178571428571,2
5,3,4453.125,915.178571428571,2
5,3,4531.25,915.178571428571,2
5,3,4609.375,915.178571428571,2
5,3,4687.5,915.178571428571,2
5,3,4765.625,915.178571428571,2
5,3,4843.75,915.178571428571,2
5,3,4921.875,915.178571428571,2
5,3,5000,915.178571428571,2
5,3,104.166666666666,5000,3
5,3,104.166666666666,4921.875,3
5,3,104.166666666666,4843.75,3
5,3,104.166666666666,4765.625,3
5,3,104.166666666666,4687.5,3
5,3,104.166666666666,4609.375,3
5,3,104.166666666666,4531.25,3
5,3,117.1875,4453.125,3
5,3,143.229166666667,4375,3
5,3,156.25,4352.67857142857,3
5,3,195.3125,4296.875,3
5,3,221.354166666666,4218.75,3
5,3,234.375,4196.42857142857,3
5,3,273.4375,4140.625,3
5,3,299.479166666667,4062.5,3
5,3,303.308823529412,3984.375,3
5,3,312.499999999999,3906.25,3
5,3,303.308823529412,3828.125,3
5,3,303.308823529412,3750,3
5,3,303.308823529412,3671.875,3
5,3,303.308823529412,3593.75,3
5,3,303.308823529412,3515.625,3
5,3,303.308823529412,3437.5,3
5,3,312.5,3415.17857142857,3
5,3,351.562499999999,3359.375,3
5,3,390.624999999998,3281.25,3
5,3,390.625,3281.25,3
5,3,429.687500000001,3203.125,3
5,3,455.729166666667,3125,3
5,3,468.75,3111.97916666667,3
5,3,533.854166666667,3046.875,3
5,3,539.772727272727,2968.75,3
5,3,539.772727272727,2890.625,3
5,3,539.772727272727,2812.5,3
5,3,539.772727272727,2734.375,3
5,3,539.772727272727,2656.25,3
5,3,539.772727272727,2578.125,3
5,3,546.874999999999,2500,3
5,3,546.875,2500,3
5,3,566.40625,2421.875,3
5,3,585.9375,2343.75,3
5,3,605.46875,2265.625,3
5,3,617.897727272727,2187.5,3
5,3,625,2165.17857142857,3
5,3,703.125,2165.17857142857,3
5,3,781.25,2165.17857142857,3
5,3,859.375,2165.17857142857,3
5,3,915.178571428571,2109.375,3
5,3,915.178571428572,2031.25,3
5,3,915.178571428571,1953.125,3
5,3,915.178571428572,1875,3
5,3,937.5,1865.80882352941,3
5,3,1015.625,1848.95833333333,3
5,3,1093.75,1822.91666666667,3
5,3,1149.55357142857,1796.875,3
5,3,1171.875,1787.68382352941,3
5,3,1250,1770.83333333333,3
5,3,1328.125,1770.83333333333,3
5,3,1406.25,1770.83333333333,3
5,3,1484.375,1770.83333333333,3
5,3,1562.5,1770.83333333333,3
5,3,1640.625,1770.83333333333,3
5,3,1718.75,1770.83333333333,3
5,3,1770.83333333333,1718.75,3
5,3,1770.83333333333,1640.625,3
5,3,1770.83333333333,1562.5,3
5,3,1770.83333333333,1484.375,3
5,3,1770.83333333333,1406.25,3
5,3,1770.83333333333,1328.125,3
5,3,1770.83333333333,1250,3
5,3,1796.875,1223.95833333333,3
5,3,1848.95833333333,1171.875,3
5,3,1875,1145.83333333333,3
5,3,1953.125,1145.83333333333,3
5,3,2031.25,1145.83333333333,3
5,3,2109.375,1145.83333333333,3
5,3,2187.5,1145.83333333333,3
5,3,2265.625,1145.83333333333,3
5,3,2343.75,1145.83333333333,3
5,3,2421.875,1132.8125,3
5,3,2477.67857142857,1093.75,3
5,3,2500,1080.72916666667,3
5,3,2578.125,1054.6875,3
5,3,2633.92857142857,1015.625,3
5,3,2656.25,1002.60416666667,3
5,3,2734.375,976.5625,3
5,3,2790.17857142857,937.5,3
5,3,2812.5,924.479166666667,3
5,3,2890.625,915.178571428571,3
5,3,2968.75,915.178571428571,3
5,3,3046.875,915.178571428571,3
5,3,3125,915.178571428571,3
5,3,3203.125,915.178571428571,3
5,3,3281.25,915.178571428572,3
5,3,3359.375,915.178571428571,3
5,3,3437.5,915.178571428571,3
5,3,3515.625,915.178571428571,3
5,3,3593.75,915.178571428571,3
5,3,3671.875,915.178571428571,3
5,3,3750,915.178571428571,3
5,3,3828.125,915.178571428571,3
5,3,3906.25,915.178571428572,3
5,3,3984.375,915.178571428571,3
5,3,4062.5,915.178571428571,3
5,3,4140.625,915.178571428571,3
5,3,4218.75,915.178571428571,3
5,3,4296.875,915.178571428571,3
5,3,4375,915.178571428571,3
5,3,4453.125,915.178571428571,3
5,3,4531.25,915.178571428572,3
5,3,4609.375,915.178571428571,3
5,3,4687.5,915.178571428571,3
5,3,4765.625,915.178571428571,3
5,3,4843.75,915.178571428571,3
5,3,4921.875,915.178571428571,3
5,3,5000,915.178571428571,3
5,3,71.0227272727273,5000,4
5,3,71.0227272727273,4921.875,4
5,3,71.0227272727273,4843.75,4
5,3,71.0227272727273,4765.625,4
5,3,71.0227272727273,4687.5,4
5,3,71.0227272727273,4609.375,4
5,3,71.0227272727273,4531.25,4
5,3,71.0227272727273,4453.125,4
5,3,71.0227272727273,4375,4
5,3,71.0227272727273,4296.875,4
5,3,71.0227272727273,4218.75,4
5,3,71.0227272727273,4140.625,4
5,3,71.0227272727273,4062.5,4
5,3,78.125,4049.47916666667,4
5,3,117.1875,3984.375,4
5,3,149.147727272727,3906.25,4
5,3,156.249999999999,3828.125,4
5,3,151.3671875,3750,4
5,3,151.3671875,3671.875,4
5,3,151.3671875,3593.75,4
5,3,156.25,3580.72916666667,4
5,3,195.3125,3515.625,4
5,3,227.272727272727,3437.5,4
5,3,227.272727272727,3359.375,4
5,3,227.272727272727,3281.25,4
5,3,227.272727272727,3203.125,4
5,3,227.272727272727,3125,4
5,3,227.272727272727,3046.875,4
5,3,227.272727272727,2968.75,4
5,3,229.4921875,2890.625,4
5,3,234.375,2877.60416666667,4
5,3,260.416666666667,2812.5,4
5,3,273.4375,2734.375,4
5,3,273.4375,2656.25,4
5,3,273.4375,2578.125,4
5,3,273.4375,2500,4
5,3,308.779761904762,2421.875,4
5,3,312.5,2414.77272727273,4
5,3,390.625,2414.77272727273,4
5,3,468.75,2414.77272727273,4
5,3,539.772727272727,2343.75,4
5,3,539.772727272727,2265.625,4
5,3,539.772727272727,2187.5,4
5,3,546.875,2180.39772727273,4
5,3,598.958333333333,2109.375,4
5,3,620.1171875,2031.25,4
5,3,625,2018.22916666667,4
5,3,703.125,2018.22916666667,4
5,3,768.229166666667,1953.125,4
5,3,768.229166666667,1875,4
5,3,781.25,1861.97916666667,4
5,3,846.354166666667,1796.875,4
5,3,859.375,1783.85416666667,4
5,3,924.479166666667,1718.75,4
5,3,937.5,1705.72916666667,4
5,3,1015.625,1705.72916666667,4
5,3,1093.75,1705.72916666667,4
5,3,1171.875,1705.72916666667,4
5,3,1250,1705.72916666667,4
5,3,1328.125,1705.72916666667,4
5,3,1393.22916666667,1640.625,4
5,3,1393.22916666667,1562.5,4
5,3,1406.25,1555.39772727273,4
5,3,1484.375,1523.4375,4
5,3,1549.47916666667,1484.375,4
5,3,1562.5,1477.27272727273,4
5,3,1640.625,1477.27272727273,4
5,3,1718.75,1477.27272727273,4
5,3,1789.77272727273,1406.25,4
5,3,1789.77272727273,1328.125,4
5,3,1789.77272727273,1250,4
5,3,1796.875,1236.97916666667,4
5,3,1861.97916666667,1171.875,4
5,3,1875,1164.77272727273,4
5,3,1953.125,1164.77272727273,4
5,3,2031.25,1164.77272727273,4
5,3,2109.375,1164.77272727273,4
5,3,2187.5,1164.77272727273,4
5,3,2265.625,1132.8125,4
5,3,2330.72916666667,1093.75,4
5,3,2343.75,1086.64772727273,4
5,3,2421.875,1080.72916666667,4
5,3,2500,1080.72916666667,4
5,3,2578.125,1080.72916666667,4
5,3,2656.25,1080.72916666667,4
5,3,2734.375,1080.72916666667,4
5,3,2812.5,1080.72916666667,4
5,3,2890.625,1080.72916666667,4
5,3,2968.75,1080.72916666667,4
5,3,3046.875,1080.72916666667,4
5,3,3125,1080.72916666667,4
5,3,3203.125,1080.72916666667,4
5,3,3281.25,1080.72916666667,4
5,3,3359.375,1080.72916666667,4
5,3,3437.5,1080.72916666667,4
5,3,3515.625,1080.72916666667,4
5,3,3593.75,1080.72916666667,4
5,3,3671.875,1080.72916666667,4
5,3,3750,1080.72916666667,4
5,3,3828.125,1080.72916666667,4
5,3,3906.25,1080.72916666667,4
5,3,3984.375,1080.72916666667,4
5,3,4062.5,1080.72916666667,4
5,3,4127.60416666667,1015.625,4
5,3,4140.625,1002.60416666667,4
5,3,4205.72916666667,937.5,4
5,3,4205.72916666667,859.375,4
5,3,4205.72916666667,781.25,4
5,3,4218.75,768.229166666667,4
5,3,4296.875,768.229166666667,4
5,3,4375,768.229166666667,4
5,3,4453.125,768.229166666667,4
5,3,4531.25,768.229166666667,4
5,3,4609.375,768.229166666667,4
5,3,4687.5,768.229166666667,4
5,3,4765.625,768.229166666667,4
5,3,4843.75,768.229166666667,4
5,3,4921.875,768.229166666667,4
5,3,5000,768.229166666667,4
5,3,195.3125,5000,5
5,3,195.3125,4921.875,5
5,3,195.3125,4843.75,5
5,3,195.3125,4765.625,5
5,3,195.3125,4687.5,5
5,3,195.3125,4609.375,5
5,3,195.3125,4531.25,5
5,3,195.3125,4453.125,5
5,3,195.3125,4375,5
5,3,195.3125,4296.875,5
5,3,195.3125,4218.75,5
5,3,195.3125,4140.625,5
5,3,195.3125,4062.5,5
5,3,195.3125,3984.375,5
5,3,195.3125,3906.25,5
5,3,195.3125,3828.125,5
5,3,195.3125,3750,5
5,3,230.654761904762,3671.875,5
5,3,231.854838709677,3593.75,5
5,3,231.854838709677,3515.625,5
5,3,234.375,3508.52272727273,5
5,3,273.4375,3437.5,5
5,3,273.4375,3359.375,5
5,3,273.4375,3281.25,5
5,3,273.4375,3203.125,5
5,3,273.4375,3125,5
5,3,273.4375,3046.875,5
5,3,273.4375,2968.75,5
5,3,286.458333333333,2890.625,5
5,3,286.458333333333,2812.5,5
5,3,286.458333333333,2734.375,5
5,3,286.458333333333,2656.25,5
5,3,286.458333333333,2578.125,5
5,3,286.458333333333,2500,5
5,3,292.96875,2421.875,5
5,3,292.96875,2343.75,5
5,3,312.5,2304.6875,5
5,3,390.625,2304.6875,5
5,3,429.6875,2265.625,5
5,3,429.6875,2187.5,5
5,3,465.029761904762,2109.375,5
5,3,468.75,2102.27272727273,5
5,3,539.772727272727,2031.25,5
5,3,539.772727272727,1953.125,5
5,3,546.875,1946.02272727273,5
5,3,625,1946.02272727273,5
5,3,703.125,1946.02272727273,5
5,3,781.25,1946.02272727273,5
5,3,852.272727272727,1875,5
5,3,852.272727272727,1796.875,5
5,3,859.375,1789.77272727273,5
5,3,937.5,1789.77272727273,5
5,3,1008.52272727273,1718.75,5
5,3,1008.52272727273,1640.625,5
5,3,1015.625,1633.52272727273,5
5,3,1093.75,1633.52272727273,5
5,3,1171.875,1633.52272727273,5
5,3,1250,1633.52272727273,5
5,3,1321.02272727273,1562.5,5
5,3,1321.02272727273,1484.375,5
5,3,1328.125,1477.27272727273,5
5,3,1406.25,1477.27272727273,5
5,3,1484.375,1477.27272727273,5
5,3,1562.5,1477.27272727273,5
5,3,1633.52272727273,1406.25,5
5,3,1640.625,1399.14772727273,5
5,3,1711.64772727273,1328.125,5
5,3,1718.75,1321.02272727273,5
5,3,1789.77272727273,1250,5
5,3,1796.875,1242.89772727273,5
5,3,1875,1210.9375,5
5,3,1953.125,1210.9375,5
5,3,2031.25,1210.9375,5
5,3,2109.375,1210.9375,5
5,3,2180.39772727273,1171.875,5
5,3,2187.5,1164.77272727273,5
5,3,2265.625,1164.77272727273,5
5,3,2343.75,1164.77272727273,5
5,3,2421.875,1164.77272727273,5
5,3,2500,1164.77272727273,5
5,3,2578.125,1164.77272727273,5
5,3,2656.25,1164.77272727273,5
5,3,2734.375,1164.77272727273,5
5,3,2812.5,1164.77272727273,5
5,3,2883.52272727273,1093.75,5
5,3,2883.52272727273,1015.625,5
5,3,2890.625,1008.52272727273,5
5,3,2968.75,1008.52272727273,5
5,3,3046.875,1008.52272727273,5
5,3,3125,1008.52272727273,5
5,3,3203.125,1008.52272727273,5
5,3,3281.25,1008.52272727273,5
5,3,3359.375,1008.52272727273,5
5,3,3437.5,1008.52272727273,5
5,3,3515.625,1008.52272727273,5
5,3,3593.75,1008.52272727273,5
5,3,3671.875,1008.52272727273,5
5,3,3750,1008.52272727273,5
5,3,3828.125,1008.52272727273,5
