itermax,k,xp,yp,iteration
5,1,3437.5,1247.13302752294,2
5,1,3515.625,1242.55952380952,2
5,1,3593.75,1235.11904761905,2
5,1,3671.875,1227.67857142857,2
5,1,3750,1212.12121212121,2
5,1,3828.125,1184.89583333333,2
5,1,3883.92857142857,1171.875,2
5,1,3906.25,1166.9921875,2
5,1,3984.375,1158.85416666667,2
5,1,4062.5,1145.83333333333,2
5,1,4140.625,1132.8125,2
5,1,4218.75,1119.79166666667,2
5,1,4296.875,1106.77083333333,2
5,1,4352.67857142857,1093.75,2
5,1,4375,1088.8671875,2
5,1,4453.125,1080.72916666667,2
5,1,4531.25,1067.70833333333,2
5,1,4609.375,1054.6875,2
5,1,4687.5,1041.66666666667,2
5,1,4765.625,1028.64583333333,2
5,1,4821.42857142857,1015.625,2
5,1,4843.75,1010.7421875,2
5,1,4921.875,1002.60416666667,2
5,1,5000,989.583333333333,2
5,1,0,4040.17857142857,3
5,1,55.8035714285711,3984.375,3
5,1,78.125,3962.05357142857,3
5,1,133.928571428571,3906.25,3
5,1,156.25,3883.92857142857,3
5,1,212.053571428572,3828.125,3
5,1,234.375,3805.80357142857,3
5,1,290.178571428571,3750,3
5,1,290.178571428571,3671.875,3
5,1,290.178571428571,3593.75,3
5,1,290.178571428571,3515.625,3
5,1,290.178571428571,3437.5,3
5,1,312.5,3415.17857142857,3
5,1,390.625,3415.17857142857,3
5,1,468.75,3415.17857142857,3
5,1,546.875,3415.17857142857,3
5,1,625,3415.17857142857,3
5,1,680.803571428571,3359.375,3
5,1,703.125,3337.05357142857,3
5,1,758.928571428571,3281.25,3
5,1,768.229166666667,3203.125,3
5,1,768.229166666667,3125,3
5,1,768.229166666667,3046.875,3
5,1,768.229166666667,2968.75,3
5,1,768.229166666667,2890.625,3
5,1,768.229166666667,2812.5,3
5,1,768.229166666667,2734.375,3
5,1,768.229166666667,2656.25,3
5,1,781.25,2633.92857142857,3
5,1,837.053571428572,2578.125,3
5,1,859.375,2555.80357142857,3
5,1,915.178571428571,2500,3
5,1,937.5,2486.97916666667,3
5,1,1015.625,2460.9375,3
5,1,1071.42857142857,2421.875,3
5,1,1093.75,2408.85416666667,3
5,1,1145.83333333333,2343.75,3
5,1,1145.83333333333,2265.625,3
5,1,1145.83333333333,2187.5,3
5,1,1145.83333333333,2109.375,3
5,1,1145.83333333333,2031.25,3
5,1,1145.83333333333,1953.125,3
5,1,1145.83333333333,1875,3
5,1,1171.875,1835.9375,3
5,1,1197.91666666667,1796.875,3
5,1,1240.80882352941,1718.75,3
5,1,1250,1705.72916666667,3
5,1,1328.125,1705.72916666667,3
5,1,1406.25,1705.72916666667,3
5,1,1484.375,1718.75,3
5,1,1562.5,1705.72916666667,3
5,1,1640.625,1705.72916666667,3
5,1,1718.75,1705.72916666667,3
5,1,1796.875,1705.72916666667,3
5,1,1875,1705.72916666667,3
5,1,1953.125,1679.6875,3
5,1,2031.25,1640.625,3
5,1,2031.25,1640.625,3
5,1,2109.375,1601.5625,3
5,1,2165.17857142857,1562.5,3
5,1,2187.5,1553.30882352941,3
5,1,2265.625,1553.30882352941,3
5,1,2343.75,1553.30882352941,3
5,1,2421.875,1553.30882352941,3
5,1,2500,1553.30882352941,3
5,1,2578.125,1553.30882352941,3
5,1,2656.25,1562.5,3
5,1,2734.375,1553.30882352941,3
5,1,2812.5,1549.47916666667,3
5,1,2890.625,1523.4375,3
5,1,2946.42857142857,1484.375,3
5,1,2968.75,1471.35416666667,3
5,1,3046.875,1445.3125,3
5,1,3102.67857142857,1406.25,3
5,1,3125,1393.22916666667,3
5,1,3203.125,1367.1875,3
5,1,3258.92857142857,1328.125,3
5,1,3281.25,1315.10416666667,3
5,1,3359.375,1289.0625,3
5,1,3415.17857142857,1250,3
5,1,3437.5,1240.80882352941,3
5,1,3515.625,1223.95833333333,3
5,1,3593.75,1197.91666666667,3
5,1,3649.55357142857,1171.875,3
5,1,3671.875,1164.77272727273,3
5,1,3750,1164.77272727273,3
5,1,3828.125,1152.34375,3
5,1,3906.25,1132.8125,3
5,1,3984.375,1113.28125,3
5,1,4040.17857142857,1093.75,3
5,1,4062.5,1086.64772727273,3
5,1,4140.625,1074.21875,3
5,1,4218.75,1054.6875,3
5,1,4296.875,1035.15625,3
5,1,4352.67857142857,1015.625,3
5,1,4375,1008.52272727273,3
5,1,4453.125,996.09375,3
5,1,4531.25,976.562499999999,3
5,1,4609.375,957.03125,3
5,1,4665.17857142857,937.5,3
5,1,4687.5,930.397727272727,3
5,1,4765.625,917.968749999999,3
5,1,4843.75,898.4375,3
5,1,4921.875,878.90625,3
5,1,5000,859.375,3
5,1,5000,859.374999999999,3
5,1,0,4205.72916666667,4
5,1,65.1041666666667,4140.625,4
5,1,78.125,4127.60416666667,4
5,1,143.229166666667,4062.5,4
5,1,143.229166666667,3984.375,4
5,1,143.229166666667,3906.25,4
5,1,143.229166666667,3828.125,4
5,1,143.229166666667,3750,4
5,1,143.229166666667,3671.875,4
5,1,143.229166666667,3593.75,4
5,1,156.25,3580.72916666667,4
5,1,234.375,3580.72916666667,4
5,1,312.5,3580.72916666667,4
5,1,390.625,3580.72916666667,4
5,1,455.729166666667,3515.625,4
5,1,455.729166666667,3437.5,4
5,1,455.729166666667,3359.375,4
5,1,455.729166666667,3281.25,4
5,1,468.75,3268.22916666667,4
5,1,546.875,3268.22916666667,4
5,1,625,3268.22916666667,4
5,1,690.104166666667,3203.125,4
5,1,696.022727272727,3125,4
5,1,696.022727272727,3046.875,4
5,1,696.022727272727,2968.75,4
5,1,696.022727272727,2890.625,4
5,1,703.125,2877.60416666667,4
5,1,768.229166666667,2812.5,4
5,1,768.229166666667,2734.375,4
5,1,768.229166666667,2656.25,4
5,1,781.25,2643.22916666667,4
5,1,859.375,2643.22916666667,4
5,1,937.5,2643.22916666667,4
5,1,1015.625,2643.22916666667,4
5,1,1080.72916666667,2578.125,4
5,1,1080.72916666667,2500,4
5,1,1080.72916666667,2421.875,4
5,1,1080.72916666667,2343.75,4
5,1,1080.72916666667,2265.625,4
5,1,1080.72916666667,2187.5,4
5,1,1093.75,2174.47916666667,4
5,1,1158.85416666667,2109.375,4
5,1,1164.77272727273,2031.25,4
5,1,1164.77272727273,1953.125,4
5,1,1164.77272727273,1875,4
5,1,1171.875,1861.97916666667,4
5,1,1210.9375,1796.875,4
5,1,1242.89772727273,1718.75,4
5,1,1250,1705.72916666667,4
5,1,1328.125,1705.72916666667,4
5,1,1406.25,1705.72916666667,4
5,1,1484.375,1705.72916666667,4
5,1,1562.5,1705.72916666667,4
5,1,1640.625,1705.72916666667,4
5,1,1718.75,1705.72916666667,4
5,1,1796.875,1705.72916666667,4
5,1,1875,1705.72916666667,4
5,1,1953.125,1705.72916666667,4
5,1,2031.25,1705.72916666667,4
5,1,2109.375,1705.72916666667,4
5,1,2187.5,1705.72916666667,4
5,1,2252.60416666667,1640.625,4
5,1,2265.625,1633.52272727273,4
5,1,2343.75,1633.52272727273,4
5,1,2421.875,1633.52272727273,4
5,1,2500,1633.52272727273,4
5,1,2578.125,1627.60416666667,4
5,1,2643.22916666667,1562.5,4
5,1,2656.25,1549.47916666667,4
5,1,2721.35416666667,1484.375,4
5,1,2734.375,1471.35416666667,4
5,1,2799.47916666667,1406.25,4
5,1,2812.5,1393.22916666667,4
5,1,2877.60416666667,1328.125,4
5,1,2890.625,1321.02272727273,4
5,1,2968.75,1321.02272727273,4
5,1,3046.875,1321.02272727273,4
5,1,3125,1321.02272727273,4
5,1,3203.125,1289.0625,4
5,1,3268.22916666667,1250,4
5,1,3281.25,1242.89772727273,4
5,1,3359.375,1210.9375,4
5,1,3424.47916666667,1171.875,4
5,1,3437.5,1164.77272727273,4
5,1,3515.625,1164.77272727273,4
5,1,3593.75,1164.77272727273,4
5,1,3671.875,1164.77272727273,4
5,1,3750,1164.77272727273,4
5,1,3828.125,1132.8125,4
5,1,3893.22916666667,1093.75,4
5,1,3906.25,1086.64772727273,4
5,1,3984.375,1054.6875,4
5,1,4049.47916666667,1015.625,4
5,1,4062.5,1008.52272727273,4
5,1,4140.625,1008.52272727273,4
5,1,4218.75,1008.52272727273,4
5,1,4296.875,1008.52272727273,4
5,1,4375,1008.52272727273,4
5,1,4453.125,1008.52272727273,4
5,1,4531.25,1008.52272727273,4
5,1,4609.375,1008.52272727273,4
5,1,4687.5,1008.52272727273,4
5,1,4765.625,976.5625,4
5,1,4830.72916666667,937.5,4
5,1,4843.75,924.479166666667,4
5,1,4908.85416666667,859.375,4
5,1,4921.875,852.272727272727,4
5,1,5000,852.272727272727,4
5,1,0,4133.52272727273,5
5,1,71.0227272727273,4062.5,5
5,1,71.0227272727273,3984.375,5
5,1,71.0227272727273,3906.25,5
5,1,71.0227272727273,3828.125,5
5,1,78.125,3821.02272727273,5
5,1,156.25,3821.02272727273,5
5,1,227.272727272727,3750,5
5,1,227.272727272727,3671.875,5
5,1,234.375,3664.77272727273,5
5,1,312.5,3664.77272727273,5
5,1,383.522727272727,3593.75,5
5,1,383.522727272727,3515.625,5
5,1,390.625,3508.52272727273,5
5,1,468.75,3508.52272727273,5
5,1,539.772727272727,3437.5,5
5,1,539.772727272727,3359.375,5
5,1,546.875,3352.27272727273,5
5,1,625,3352.27272727273,5
5,1,696.022727272727,3281.25,5
5,1,696.022727272727,3203.125,5
5,1,703.125,3196.02272727273,5
5,1,781.25,3196.02272727273,5
5,1,820.3125,3125,5
5,1,820.3125,3046.875,5
5,1,833.333333333333,2968.75,5
5,1,852.272727272727,2890.625,5
5,1,852.272727272727,2812.5,5
5,1,852.272727272727,2734.375,5
5,1,852.272727272727,2656.25,5
5,1,852.272727272727,2578.125,5
5,1,859.375,2571.02272727273,5
5,1,937.5,2571.02272727273,5
5,1,1008.52272727273,2500,5
5,1,1008.52272727273,2421.875,5
5,1,1008.52272727273,2343.75,5
5,1,1008.52272727273,2265.625,5
5,1,1008.52272727273,2187.5,5
5,1,1008.52272727273,2109.375,5
5,1,1008.52272727273,2031.25,5
5,1,1015.625,2024.14772727273,5
5,1,1054.6875,1953.125,5
5,1,1054.6875,1875,5
5,1,1090.02976190476,1796.875,5
5,1,1093.75,1789.77272727273,5
5,1,1171.875,1789.77272727273,5
5,1,1250,1789.77272727273,5
5,1,1328.125,1789.77272727273,5
5,1,1406.25,1789.77272727273,5
5,1,1484.375,1789.77272727273,5
5,1,1562.5,1789.77272727273,5
5,1,1640.625,1789.77272727273,5
5,1,1718.75,1789.77272727273,5
5,1,1796.875,1789.77272727273,5
5,1,1875,1789.77272727273,5
5,1,1946.02272727273,1718.75,5
5,1,1946.02272727273,1640.625,5
5,1,1953.125,1633.52272727273,5
5,1,2031.25,1633.52272727273,5
5,1,2109.375,1633.52272727273,5
5,1,2187.5,1633.52272727273,5
5,1,2265.625,1633.52272727273,5
5,1,2343.75,1633.52272727273,5
5,1,2421.875,1601.5625,5
5,1,2500,1601.5625,5
5,1,2571.02272727273,1562.5,5
5,1,2571.02272727273,1484.375,5
5,1,2578.125,1477.27272727273,5
5,1,2656.25,1477.27272727273,5
5,1,2727.27272727273,1406.25,5
5,1,2734.375,1399.14772727273,5
5,1,2805.39772727273,1328.125,5
5,1,2812.5,1321.02272727273,5
5,1,2890.625,1321.02272727273,5
5,1,2968.75,1321.02272727273,5
5,1,3046.875,1321.02272727273,5
5,1,3125,1321.02272727273,5
5,1,3196.02272727273,1250,5
5,1,3196.02272727273,1171.875,5
5,1,3203.125,1164.77272727273,5
5,1,3281.25,1164.77272727273,5
5,1,3359.375,1164.77272727273,5
5,1,3437.5,1164.77272727273,5
5,1,3515.625,1164.77272727273,5
5,1,3593.75,1164.77272727273,5
5,1,3671.875,1164.77272727273,5
5,1,3750,1164.77272727273,5
5,1,3828.125,1132.8125,5
5,1,3906.25,1132.8125,5
5,1,3977.27272727273,1093.75,5
5,1,3984.375,1086.64772727273,5
5,1,4055.39772727273,1015.625,5
5,1,4062.5,1008.52272727273,5
5,1,4140.625,1008.52272727273,5
5,1,4218.75,1008.52272727273,5
5,1,4296.875,1008.52272727273,5
5,1,4375,1008.52272727273,5
5,1,4453.125,1008.52272727273,5
5,1,4531.25,1008.52272727273,5
5,1,4609.375,1008.52272727273,5
5,1,4687.5,1008.52272727273,5
5,1,4765.625,1008.52272727273,5
5,1,4843.75,1008.52272727273,5
5,1,4914.77272727273,937.5,5
5,1,4921.875,930.397727272727,5
5,1,4992.89772727273,859.375,5
5,1,5000,852.272727272727,5
5,2,0,4340.27777777778,1
5,2,39.0625,4296.875,1
5,2,55.8035714285711,4218.75,1
5,2,78.125,4184.02777777778,1
5,2,117.187499999998,4140.625,1
5,2,133.928571428572,4062.5,1
5,2,156.25,4027.77777777778,1
5,2,195.3125,3984.375,1
5,2,212.053571428571,3906.25,1
5,2,234.375,3871.52777777778,1
5,2,273.437499999998,3828.125,1
5,2,290.178571428571,3750,1
5,2,312.5,3715.27777777778,1
5,2,351.5625,3671.875,1
5,2,368.303571428571,3593.75,1
5,2,390.625,3559.02777777778,1
5,2,429.687499999998,3515.625,1
5,2,468.749999999997,3437.5,1
5,2,468.75,3437.49999999999,1
5,2,507.8125,3359.375,1
5,2,524.553571428571,3281.25,1
5,2,546.875,3246.52777777778,1
5,2,585.937499999998,3203.125,1
5,2,624.999999999996,3125,1
5,2,625,3124.99999999999,1
5,2,664.062499999996,3046.875,1
5,2,680.803571428571,2968.75,1
5,2,703.125,2934.02777777778,1
5,2,742.187499999998,2890.625,1
5,2,781.249999999997,2812.5,1
5,2,781.25,2812.49999999999,1
5,2,820.312499999996,2734.375,1
5,2,837.053571428571,2656.25,1
5,2,859.375,2621.52777777778,1
5,2,898.437499999998,2578.125,1
5,2,937.499999999996,2500,1
5,2,937.5,2500,1
5,2,1015.625,2480.46875,1
5,2,1093.75,2460.9375,1
5,2,1171.875,2441.40625,1
5,2,1250,2421.875,1
5,2,1250,2421.875,1
5,2,1328.125,2402.34375,1
5,2,1406.25,2382.8125,1
5,2,1484.375,2363.28125,1
5,2,1540.17857142857,2343.75,1
5,2,1562.5,2336.64772727273,1
5,2,1640.625,2324.21875,1
5,2,1718.75,2304.6875,1
5,2,1796.875,2285.15625,1
5,2,1875,2265.625,1
5,2,1875,2265.625,1
5,2,1953.125,2246.09375,1
5,2,2031.25,2226.5625,1
5,2,2109.375,2207.03125,1
5,2,2165.17857142857,2187.5,1
5,2,2187.5,2180.39772727273,1
5,2,2265.625,2167.96875,1
5,2,2343.75,2148.4375,1
5,2,2421.875,2128.90625,1
5,2,2500,2109.375,1
5,2,2500,2109.375,1
5,2,2578.125,2065.4296875,1
5,2,2638.88888888889,2031.25,1
5,2,2656.25,2021.484375,1
5,2,2734.375,1977.5390625,1
5,2,2777.77777777778,1953.125,1
5,2,2812.5,1933.59375,1
5,2,2890.625,1889.6484375,1
5,2,2916.66666666667,1875,1
5,2,2968.75,1845.703125,1
5,2,3046.875,1801.7578125,1
5,2,3055.55555555556,1796.875,1
5,2,3125,1757.8125,1
5,2,3194.44444444445,1718.75,1
5,2,3203.125,1713.8671875,1
5,2,3281.25,1669.921875,1
5,2,3333.33333333333,1640.625,1
5,2,3359.375,1625.9765625,1
5,2,3437.5,1607.14285714286,1
5,2,3515.625,1607.14285714286,1
5,2,3593.75,1607.14285714286,1
5,2,3671.875,1607.14285714286,1
5,2,3750,1607.14285714286,1
5,2,3828.125,1607.14285714286,1
5,2,3906.25,1607.14285714286,1
5,2,3984.375,1607.14285714286,1
5,2,4062.5,1607.14285714286,1
5,2,4140.625,1607.14285714286,1
5,2,4218.75,1607.14285714286,1
5,2,4296.875,1607.14285714286,1
5,2,4375,1607.14285714286,1
5,2,4453.125,1607.14285714286,1
5,2,4531.25,1607.14285714286,1
5,2,4609.375,1607.14285714286,1
5,2,4687.5,1607.14285714286,1
5,2,4765.625,1607.14285714286,1
5,2,4843.75,1607.14285714286,1
5,2,4921.875,1607.14285714286,1
5,2,5000,1607.14285714286,1
5,2,0,3415.17857142857,2
5,2,39.0624999999991,3359.375,2
5,2,65.1041666666667,3281.25,2
5,2,78.125,3258.92857142857,2
5,2,117.187499999999,3203.125,2
5,2,143.229166666666,3125,2
5,2,156.25,3102.67857142857,2
5,2,195.312499999999,3046.875,2
5,2,234.374999999998,2968.75,2
5,2,234.375,2968.75,2
5,2,273.437499999999,2890.625,2
5,2,312.499999999998,2812.5,2
5,2,312.5,2812.5,2
5,2,351.562499999999,2734.375,2
5,2,390.624999999998,2656.25,2
5,2,390.625,2656.25,2
5,2,429.687499999999,2578.125,2
5,2,468.749999999998,2500,2
5,2,468.75,2500,2
5,2,546.875,2447.91666666667,2
5,2,585.937499999999,2421.875,2
5,2,625,2395.83333333333,2
5,2,703.124999999998,2343.75,2
5,2,703.125,2343.75,2
5,2,781.25,2291.66666666667,2
5,2,820.312499999997,2265.625,2
5,2,859.375,2239.58333333333,2
5,2,924.479166666666,2187.5,2
5,2,937.5,2178.30882352941,2
5,2,1015.625,2135.41666666667,2
5,2,1054.6875,2109.375,2
5,2,1093.75,2083.33333333333,2
5,2,1158.85416666667,2031.25,2
5,2,1171.875,2022.05882352941,2
5,2,1250,1979.16666666667,2
5,2,1276.04166666667,1953.125,2
5,2,1328.125,1901.04166666667,2
5,2,1354.16666666667,1875,2
5,2,1406.25,1822.91666666667,2
5,2,1432.29166666667,1796.875,2
5,2,1484.375,1744.79166666667,2
5,2,1510.41666666667,1718.75,2
5,2,1562.5,1666.66666666667,2
5,2,1588.54166666667,1640.625,2
5,2,1640.625,1588.54166666667,2
5,2,1666.66666666667,1562.5,2
5,2,1718.75,1510.41666666667,2
5,2,1744.79166666667,1484.375,2
5,2,1796.875,1432.29166666667,2
5,2,1822.91666666667,1406.25,2
5,2,1875,1354.16666666667,2
5,2,1901.04166666667,1328.125,2
5,2,1953.125,1276.04166666667,2
5,2,1979.16666666667,1250,2
5,2,2031.25,1230.46875,2
5,2,2109.375,1201.171875,2
5,2,2187.5,1171.875,2
5,2,2187.5,1171.875,2
5,2,2265.625,1142.578125,2
5,2,2343.75,1113.28125,2
5,2,2395.83333333333,1093.75,2
5,2,2421.875,1083.984375,2
5,2,2500,1054.6875,2
5,2,2578.125,1054.6875,2
5,2,2656.25,1054.6875,2
5,2,2734.375,1054.6875,2
5,2,2812.5,1054.6875,2
5,2,2890.625,1054.6875,2
5,2,2968.75,1054.6875,2
5,2,3046.875,1054.6875,2
5,2,3125,1054.6875,2
5,2,3203.125,1054.6875,2
5,2,3281.25,1054.6875,2
5,2,3359.375,1054.6875,2
5,2,3437.5,1054.6875,2
5,2,3515.625,1054.6875,2
5,2,3593.75,1031.25,2
5,2,3619.79166666667,1015.625,2
5,2,3671.875,984.375,2
5,2,3740.80882352941,937.5,2
5,2,3750,931.712962962963,2
5,2,3828.125,931.712962962963,2
5,2,3906.25,931.712962962963,2
5,2,3984.375,931.712962962963,2
5,2,4062.5,931.712962962963,2
5,2,4140.625,931.712962962963,2
5,2,4218.75,931.712962962963,2
5,2,4296.875,931.712962962963,2
5,2,4375,931.712962962963,2
5,2,4453.125,931.712962962963,2
5,2,4531.25,931.712962962963,2
5,2,4609.375,931.712962962963,2
5,2,4687.5,929.48717948718,2
5,2,4765.625,904.017857142857,2
5,2,4843.75,870.535714285714,2
5,2,4869.79166666667,859.375,2
5,2,4921.875,837.053571428571,2
5,2,5000,803.571428571428,2
5,2,0,3415.17857142857,3
5,2,39.0624999999991,3359.375,3
5,2,65.1041666666667,3281.25,3
5,2,78.125,3258.92857142857,3
5,2,104.166666666666,3203.125,3
5,2,104.166666666666,3125,3
5,2,130.208333333333,3046.875,3
5,2,147.058823529412,2968.75,3
5,2,156.25,2946.42857142857,3
5,2,182.291666666666,2890.625,3
5,2,208.333333333333,2812.5,3
5,2,234.374999999999,2734.375,3
5,2,234.375,2734.375,3
5,2,260.416666666666,2656.25,3
5,2,286.458333333333,2578.125,3
5,2,303.308823529412,2500,3
5,2,312.5,2490.80882352941,3
5,2,381.433823529412,2421.875,3
5,2,390.625,2412.68382352941,3
5,2,459.558823529412,2343.75,3
5,2,468.75,2330.72916666667,3
5,2,507.8125,2265.625,3
5,2,539.772727272727,2187.5,3
5,2,546.875,2174.47916666667,3
5,2,585.9375,2109.375,3
5,2,617.897727272727,2031.25,3
5,2,625,2018.22916666667,3
5,2,703.125,1992.1875,3
5,2,729.166666666666,1953.125,3
5,2,729.166666666666,1875,3
5,2,781.25,1848.95833333333,3
5,2,859.375,1809.89583333333,3
5,2,885.416666666666,1796.875,3
5,2,937.5,1770.83333333333,3
5,2,1015.625,1731.77083333333,3
5,2,1041.66666666667,1718.75,3
5,2,1093.75,1692.70833333333,3
5,2,1171.875,1653.64583333333,3
5,2,1197.91666666667,1640.625,3
5,2,1250,1614.58333333333,3
5,2,1328.125,1614.58333333333,3
5,2,1406.25,1614.58333333333,3
5,2,1484.375,1614.58333333333,3
5,2,1562.5,1614.58333333333,3
5,2,1633.52272727273,1562.5,3
5,2,1640.625,1549.47916666667,3
5,2,1679.6875,1484.375,3
5,2,1711.64772727273,1406.25,3
5,2,1718.75,1393.22916666667,3
5,2,1757.8125,1328.125,3
5,2,1789.77272727273,1250,3
5,2,1796.875,1246.99519230769,3
5,2,1875,1218.75,3
5,2,1953.125,1203.125,3
5,2,2031.25,1187.5,3
5,2,2096.35416666667,1171.875,3
5,2,2109.375,1168.87019230769,3
5,2,2187.5,1156.25,3
